Product,Style,Unit_Price
315,F,70.06
315,G,72.16
315,H,74.32
316,A,201.89
316,B,207.95
316,C,214.19
316,D,220.62
316,E,227.24
316,F,234.06
316,G,241.08
316,H,248.31
317,A,692.6
317,B,713.38
317,C,734.78
317,D,756.82
317,E,779.52
317,F,802.91
317,G,827
317,H,851.81
318,A,79.15
318,B,81.52
318,C,83.97
318,D,86.49
318,E,89.08
318,F,91.75
318,G,94.5
318,H,97.34
319,A,640.26
319,B,659.47
319,C,679.25
319,D,699.63
319,E,720.62
319,F,742.24
319,G,764.51
319,H,787.45
320,A,489.93
320,B,504.63
320,C,519.77
320,D,535.36
320,E,551.42
320,F,567.96
320,G,585
320,H,602.55
321,A,642.97
321,B,662.26
321,C,682.13
321,D,702.59
321,E,723.67
321,F,745.38
321,G,767.74
321,H,790.77
322,A,794.84
322,B,818.69
322,C,843.25
322,D,868.55
322,E,894.61
322,F,921.45
322,G,949.09
322,H,977.56
323,A,691.24
323,B,711.98
323,C,733.34
323,D,755.34
323,E,778
323,F,801.34
323,G,825.38
323,H,850.14
324,A,818.71
324,B,843.27
324,C,868.57
324,D,894.63
324,E,921.47
324,F,949.11
324,G,977.58
324,H,1006.91
325,A,83.76
325,B,86.27
325,C,88.86
325,D,91.53
325,E,94.28
325,F,97.11
325,G,100.02
325,H,103.02
326,A,997.45
326,B,1027.37
326,C,1058.19
326,D,1089.94
326,E,1122.64
326,F,1156.32
326,G,1191.01
326,H,1226.74
327,A,505.96
327,B,521.14
327,C,536.77
327,D,552.87
327,E,569.46
327,F,586.54
327,G,604.14
327,H,622.26
328,A,778.51
328,B,801.87
328,C,825.93
328,D,850.71
328,E,876.23
328,F,902.52
328,G,929.6
328,H,957.49
329,A,378.12
329,B,389.46
329,C,401.14
329,D,413.17
329,E,425.57
329,F,438.34
329,G,451.49
329,H,465.03
330,A,107.12
330,B,110.33
330,C,113.64
330,D,117.05
330,E,120.56
330,F,124.18
330,G,127.91
330,H,131.75
331,A,560.45
331,B,577.26
331,C,594.58
331,D,612.42
331,E,630.79
331,F,649.71
331,G,669.2
331,H,689.28
332,A,34.78
332,B,35.82
332,C,36.89
332,D,38
332,E,39.14
332,F,40.31
332,G,41.52
332,H,42.77
333,A,428.24
333,B,441.09
333,C,454.32
333,D,467.95
333,E,481.99
333,F,496.45
333,G,511.34
333,H,526.68
334,A,386.63
334,B,398.23
334,C,410.18
334,D,422.49
334,E,435.16
334,F,448.21
334,G,461.66
334,H,475.51
335,A,303.33
335,B,312.43
335,C,321.8
335,D,331.45
335,E,341.39
335,F,351.63
335,G,362.18
335,H,373.05
336,A,769.3
336,B,792.38
336,C,816.15
336,D,840.63
336,E,865.85
336,F,891.83
336,G,918.58
336,H,946.14
337,A,824.18
337,B,848.91
337,C,874.38
337,D,900.61
337,E,927.63
337,F,955.46
337,G,984.12
337,H,1013.64
338,A,918.66
338,B,946.22
338,C,974.61
338,D,1003.85
338,E,1033.97
338,F,1064.99
338,G,1096.94
338,H,1129.85
339,A,817.1
339,B,841.61
339,C,866.86
339,D,892.87
339,E,919.66
339,F,947.25
339,G,975.67
339,H,1004.94
340,A,32.24
340,B,33.21
340,C,34.21
340,D,35.24
340,E,36.3
340,F,37.39
340,G,38.51
340,H,39.67
341,A,481.57
341,B,496.02
341,C,510.9
341,D,526.23
341,E,542.02
341,F,558.28
341,G,575.03
341,H,592.28
342,A,85.39
342,B,87.95
342,C,90.59
342,D,93.31
342,E,96.11
342,F,98.99
342,G,101.96
342,H,105.02
343,A,442.22
343,B,455.49
343,C,469.15
343,D,483.22
343,E,497.72
343,F,512.65
343,G,528.03
343,H,543.87
344,A,153.48
344,B,158.08
344,C,162.82
344,D,167.7
344,E,172.73
344,F,177.91
344,G,183.25
344,H,188.75
345,A,106.93
345,B,110.14
345,C,113.44
345,D,116.84
345,E,120.35
345,F,123.96
345,G,127.68
345,H,131.51
346,A,260.32
346,B,268.13
346,C,276.17
346,D,284.46
346,E,292.99
346,F,301.78
346,G,310.83
346,H,320.15
347,A,840.02
347,B,865.22
347,C,891.18
347,D,917.92
347,E,945.46
347,F,973.82
347,G,1003.03
347,H,1033.12
348,A,291.89
348,B,300.65
348,C,309.67
348,D,318.96
348,E,328.53
348,F,338.39
348,G,348.54
348,H,359
349,A,945.63
349,B,974
349,C,1003.22
349,D,1033.32
349,E,1064.32
349,F,1096.25
349,G,1129.14
349,H,1163.01
350,A,297.68
350,B,306.61
350,C,315.81
350,D,325.28
350,E,335.04
350,F,345.09
350,G,355.44
350,H,366.1
351,A,163.67
351,B,168.58
351,C,173.64
351,D,178.85
351,E,184.22
351,F,189.75
351,G,195.44
351,H,201.3
352,A,806.92
352,B,831.13
352,C,856.06
352,D,881.74
352,E,908.19
352,F,935.44
352,G,963.5
352,H,992.41
353,A,807.92
353,B,832.16
353,C,857.12
353,D,882.83
353,E,909.31
353,F,936.59
353,G,964.69
353,H,993.63
354,A,414.66
354,B,427.1
354,C,439.91
354,D,453.11
354,E,466.7
354,F,480.7
354,G,495.12
354,H,509.97
355,A,770.92
355,B,794.05
355,C,817.87
355,D,842.41
355,E,867.68
355,F,893.71
355,G,920.52
355,H,948.14
356,A,782.15
356,B,805.61
356,C,829.78
356,D,854.67
356,E,880.31
356,F,906.72
356,G,933.92
356,H,961.94
357,A,474.55
357,B,488.79
357,C,503.45
357,D,518.55
357,E,534.11
357,F,550.13
357,G,566.63
357,H,583.63
358,A,965.11
358,B,994.06
358,C,1023.88
358,D,1054.6
358,E,1086.24
358,F,1118.83
358,G,1152.39
358,H,1186.96
359,A,377.85
359,B,389.19
359,C,400.87
359,D,412.9
359,E,425.29
359,F,438.05
359,G,451.19
359,H,464.73
360,A,453.41
360,B,467.01
360,C,481.02
360,D,495.45
360,E,510.31
360,F,525.62
360,G,541.39
360,H,557.63
361,A,643
361,B,662.29
361,C,682.16
361,D,702.62
361,E,723.7
361,F,745.41
361,G,767.77
361,H,790.8
362,A,669.43
362,B,689.51
362,C,710.2
362,D,731.51
362,E,753.46
362,F,776.06
362,G,799.34
362,H,823.32
363,A,995.02
363,B,1024.87
363,C,1055.62
363,D,1087.29
363,E,1119.91
363,F,1153.51
363,G,1188.12
363,H,1223.76
364,A,937.3
364,B,965.42
364,C,994.38
364,D,1024.21
364,E,1054.94
364,F,1086.59
364,G,1119.19
364,H,1152.77
365,A,227.06
365,B,233.87
365,C,240.89
365,D,248.12
365,E,255.56
365,F,263.23
365,G,271.13
365,H,279.26
366,A,746.05
366,B,768.43
366,C,791.48
366,D,815.22
366,E,839.68
366,F,864.87
366,G,890.82
366,H,917.54
367,A,936.8
367,B,964.9
367,C,993.85
367,D,1023.67
367,E,1054.38
367,F,1086.01
367,G,1118.59
367,H,1152.15
368,A,121.69
368,B,125.34
368,C,129.1
368,D,132.97
368,E,136.96
368,F,141.07
368,G,145.3
368,H,149.66
369,A,695.48
369,B,716.34
369,C,737.83
369,D,759.96
369,E,782.76
369,F,806.24
369,G,830.43
369,H,855.34
370,A,277.47
370,B,285.79
370,C,294.36
370,D,303.19
370,E,312.29
370,F,321.66
370,G,331.31
370,H,341.25
371,A,370.07
371,B,381.17
371,C,392.61
371,D,404.39
371,E,416.52
371,F,429.02
371,G,441.89
371,H,455.15
372,A,523.56
372,B,539.27
372,C,555.45
372,D,572.11
372,E,589.27
372,F,606.95
372,G,625.16
372,H,643.91
373,A,491.44
373,B,506.18
373,C,521.37
373,D,537.01
373,E,553.12
373,F,569.71
373,G,586.8
373,H,604.4
374,A,678.32
374,B,698.67
374,C,719.63
374,D,741.22
374,E,763.46
374,F,786.36
374,G,809.95
374,H,834.25
375,A,59.91
375,B,61.71
375,C,63.56
375,D,65.47
375,E,67.43
375,F,69.45
375,G,71.53
375,H,73.68
376,A,185.7
376,B,191.27
376,C,197.01
376,D,202.92
376,E,209.01
376,F,215.28
376,G,221.74
376,H,228.39
377,A,582.02
377,B,599.48
377,C,617.46
377,D,635.98
377,E,655.06
377,F,674.71
377,G,694.95
377,H,715.8
378,A,558.05
378,B,574.79
378,C,592.03
378,D,609.79
378,E,628.08
378,F,646.92
378,G,666.33
378,H,686.32
379,A,10.51
379,B,10.83
379,C,11.15
379,D,11.48
379,E,11.82
379,F,12.17
379,G,12.54
379,H,12.92
380,A,299.84
380,B,308.84
380,C,318.11
380,D,327.65
380,E,337.48
380,F,347.6
380,G,358.03
380,H,368.77
381,A,628.54
381,B,647.4
381,C,666.82
381,D,686.82
381,E,707.42
381,F,728.64
381,G,750.5
381,H,773.02
382,A,248.94
382,B,256.41
382,C,264.1
382,D,272.02
382,E,280.18
382,F,288.59
382,G,297.25
382,H,306.17
383,A,299.84
383,B,308.84
383,C,318.11
383,D,327.65
383,E,337.48
383,F,347.6
383,G,358.03
383,H,368.77
384,A,525.41
384,B,541.17
384,C,557.41
384,D,574.13
384,E,591.35
384,F,609.09
384,G,627.36
384,H,646.18
385,A,73.38
385,B,75.58
385,C,77.85
385,D,80.19
385,E,82.6
385,F,85.08
385,G,87.63
385,H,90.26
386,A,169.79
386,B,174.88
386,C,180.13
386,D,185.53
386,E,191.1
386,F,196.83
386,G,202.73
386,H,208.81
387,A,83.73
387,B,86.24
387,C,88.83
387,D,91.49
387,E,94.23
387,F,97.06
387,G,99.97
387,H,102.97
388,A,644.46
388,B,663.79
388,C,683.7
388,D,704.21
388,E,725.34
388,F,747.1
388,G,769.51
388,H,792.6
389,A,871.03
389,B,897.16
389,C,924.07
389,D,951.79
389,E,980.34
389,F,1009.75
389,G,1040.04
389,H,1071.24
390,A,444.06
390,B,457.38
390,C,471.1
390,D,485.23
390,E,499.79
390,F,514.78
390,G,530.22
390,H,546.13
391,A,281.9
391,B,290.36
391,C,299.07
391,D,308.04
391,E,317.28
391,F,326.8
391,G,336.6
391,H,346.7
392,A,211.81
392,B,218.16
392,C,224.7
392,D,231.44
392,E,238.38
392,F,245.53
392,G,252.9
392,H,260.49
393,A,231.87
393,B,238.83
393,C,245.99
393,D,253.37
393,E,260.97
393,F,268.8
393,G,276.86
393,H,285.17
394,A,738.23
394,B,760.38
394,C,783.19
394,D,806.69
394,E,830.89
394,F,855.82
394,G,881.49
394,H,907.93
395,A,61.56
395,B,63.41
395,C,65.31
395,D,67.27
395,E,69.29
395,F,71.37
395,G,73.51
395,H,75.72
396,A,844.57
396,B,869.91
396,C,896.01
396,D,922.89
396,E,950.58
396,F,979.1
396,G,1008.47
396,H,1038.72
397,A,246.75
397,B,254.15
397,C,261.77
397,D,269.62
397,E,277.71
397,F,286.04
397,G,294.62
397,H,303.46
398,A,832.24
398,B,857.21
398,C,882.93
398,D,909.42
398,E,936.7
398,F,964.8
398,G,993.74
398,H,1023.55
399,A,534.09
399,B,550.11
399,C,566.61
399,D,583.61
399,E,601.12
399,F,619.15
399,G,637.72
399,H,656.85
400,A,936.85
400,B,964.96
400,C,993.91
400,D,1023.73
400,E,1054.44
400,F,1086.07
400,G,1118.65
400,H,1152.21
401,A,58.17
401,B,59.92
401,C,61.72
401,D,63.57
401,E,65.48
401,F,67.44
401,G,69.46
401,H,71.54
402,A,82.01
402,B,84.47
402,C,87
402,D,89.61
402,E,92.3
402,F,95.07
402,G,97.92
402,H,100.86
403,A,828.93
403,B,853.8
403,C,879.41
403,D,905.79
403,E,932.96
403,F,960.95
403,G,989.78
403,H,1019.47
404,A,198.93
404,B,204.9
404,C,211.05
404,D,217.38
404,E,223.9
404,F,230.62
404,G,237.54
404,H,244.67
405,A,142.84
405,B,147.13
405,C,151.54
405,D,156.09
405,E,160.77
405,F,165.59
405,G,170.56
405,H,175.68
406,A,747.65
406,B,770.08
406,C,793.18
406,D,816.98
406,E,841.49
406,F,866.73
406,G,892.73
406,H,919.51
407,A,945.29
407,B,973.65
407,C,1002.86
407,D,1032.95
407,E,1063.94
407,F,1095.86
407,G,1128.74
407,H,1162.6
408,A,410.25
408,B,422.56
408,C,435.24
408,D,448.3
408,E,461.75
408,F,475.6
408,G,489.87
408,H,504.57
409,A,124.42
409,B,128.15
409,C,131.99
409,D,135.95
409,E,140.03
409,F,144.23
409,G,148.56
409,H,153.02
410,A,687.15
410,B,707.76
410,C,728.99
410,D,750.86
410,E,773.39
410,F,796.59
410,G,820.49
410,H,845.1
411,A,929.06
411,B,956.93
411,C,985.64
411,D,1015.21
411,E,1045.67
411,F,1077.04
411,G,1109.35
411,H,1142.63
412,A,407.14
412,B,419.35
412,C,431.93
412,D,444.89
412,E,458.24
412,F,471.99
412,G,486.15
412,H,500.73
413,A,425.27
413,B,438.03
413,C,451.17
413,D,464.71
413,E,478.65
413,F,493.01
413,G,507.8
413,H,523.03
414,A,351.38
414,B,361.92
414,C,372.78
414,D,383.96
414,E,395.48
414,F,407.34
414,G,419.56
414,H,432.15
415,A,775.65
415,B,798.92
415,C,822.89
415,D,847.58
415,E,873.01
415,F,899.2
415,G,926.18
415,H,953.97
416,A,831.53
416,B,856.48
416,C,882.17
416,D,908.64
416,E,935.9
416,F,963.98
416,G,992.9
416,H,1022.69
417,A,112.72
417,B,116.1
417,C,119.58
417,D,123.17
417,E,126.87
417,F,130.68
417,G,134.6
417,H,138.64
418,A,104.17
418,B,107.3
418,C,110.52
418,D,113.84
418,E,117.26
418,F,120.78
418,G,124.4
418,H,128.13
419,A,607.01
419,B,625.22
419,C,643.98
419,D,663.3
419,E,683.2
419,F,703.7
419,G,724.81
419,H,746.55
420,A,663.79
420,B,683.7
420,C,704.21
420,D,725.34
420,E,747.1
420,F,769.51
420,G,792.6
420,H,816.38
421,A,532.59
421,B,548.57
421,C,565.03
421,D,581.98
421,E,599.44
421,F,617.42
421,G,635.94
421,H,655.02
422,A,642.38
422,B,661.65
422,C,681.5
422,D,701.95
422,E,723.01
422,F,744.7
422,G,767.04
422,H,790.05
423,A,565.21
423,B,582.17
423,C,599.64
423,D,617.63
423,E,636.16
423,F,655.24
423,G,674.9
423,H,695.15
424,A,451.14
424,B,464.67
424,C,478.61
424,D,492.97
424,E,507.76
424,F,522.99
424,G,538.68
424,H,554.84
425,A,473.55
425,B,487.76
425,C,502.39
425,D,517.46
425,E,532.98
425,F,548.97
425,G,565.44
425,H,582.4
426,A,250.65
426,B,258.17
426,C,265.92
426,D,273.9
426,E,282.12
426,F,290.58
426,G,299.3
426,H,308.28
427,A,355.73
427,B,366.4
427,C,377.39
427,D,388.71
427,E,400.37
427,F,412.38
427,G,424.75
427,H,437.49
428,A,133.25
428,B,137.25
428,C,141.37
428,D,145.61
428,E,149.98
428,F,154.48
428,G,159.11
428,H,163.88
429,A,955.67
429,B,984.34
429,C,1013.87
429,D,1044.29
429,E,1075.62
429,F,1107.89
429,G,1141.13
429,H,1175.36
430,A,219.13
430,B,225.7
430,C,232.47
430,D,239.44
430,E,246.62
430,F,254.02
430,G,261.64
430,H,269.49
431,A,405.96
431,B,418.14
431,C,430.68
431,D,443.6
431,E,456.91
431,F,470.62
431,G,484.74
431,H,499.28
432,A,763.65
432,B,786.56
432,C,810.16
432,D,834.46
432,E,859.49
432,F,885.27
432,G,911.83
432,H,939.18
433,A,948.26
433,B,976.71
433,C,1006.01
433,D,1036.19
433,E,1067.28
433,F,1099.3
433,G,1132.28
433,H,1166.25
434,A,786.78
434,B,810.38
434,C,834.69
434,D,859.73
434,E,885.52
434,F,912.09
434,G,939.45
434,H,967.63
435,A,771.11
435,B,794.24
435,C,818.07
435,D,842.61
435,E,867.89
435,F,893.93
435,G,920.75
435,H,948.37
436,A,727.34
436,B,749.16
436,C,771.63
436,D,794.78
436,E,818.62
436,F,843.18
436,G,868.48
436,H,894.53
437,A,420.64
437,B,433.26
437,C,446.26
437,D,459.65
437,E,473.44
437,F,487.64
437,G,502.27
437,H,517.34
438,A,309.92
438,B,319.22
438,C,328.8
438,D,338.66
438,E,348.82
438,F,359.28
438,G,370.06
438,H,381.16
439,A,970.02
439,B,999.12
439,C,1029.09
439,D,1059.96
439,E,1091.76
439,F,1124.51
439,G,1158.25
439,H,1193
440,A,843.03
440,B,868.32
440,C,894.37
440,D,921.2
440,E,948.84
440,F,977.31
440,G,1006.63
440,H,1036.83
441,A,120.77
441,B,124.39
441,C,128.12
441,D,131.96
441,E,135.92
441,F,140
441,G,144.2
441,H,148.53
442,A,867.1
442,B,893.11
442,C,919.9
442,D,947.5
442,E,975.93
442,F,1005.21
442,G,1035.37
442,H,1066.43
443,A,695.79
443,B,716.66
443,C,738.16
443,D,760.3
443,E,783.11
443,F,806.6
443,G,830.8
443,H,855.72
444,A,484.88
444,B,499.43
444,C,514.41
444,D,529.84
444,E,545.74
444,F,562.11
444,G,578.97
444,H,596.34
445,A,447.7
445,B,461.13
445,C,474.96
445,D,489.21
445,E,503.89
445,F,519.01
445,G,534.58
445,H,550.62
446,A,232.94
446,B,239.93
446,C,247.13
446,D,254.54
446,E,262.18
446,F,270.05
446,G,278.15
446,H,286.49
447,A,914.85
447,B,942.3
447,C,970.57
447,D,999.69
447,E,1029.68
447,F,1060.57
447,G,1092.39
447,H,1125.16
448,A,319.62
448,B,329.21
448,C,339.09
448,D,349.26
448,E,359.74
448,F,370.53
448,G,381.65
448,H,393.1
449,A,76.02
449,B,78.3
449,C,80.65
449,D,83.07
449,E,85.56
449,F,88.13
449,G,90.77
449,H,93.49
450,A,282.67
450,B,291.15
450,C,299.88
450,D,308.88
450,E,318.15
450,F,327.69
450,G,337.52
450,H,347.65
451,A,96.33
451,B,99.22
451,C,102.2
451,D,105.27
451,E,108.43
451,F,111.68
451,G,115.03
451,H,118.48
452,A,943.54
452,B,971.85
452,C,1001.01
452,D,1031.04
452,E,1061.97
452,F,1093.83
452,G,1126.64
452,H,1160.44
453,A,244.04
453,B,251.36
453,C,258.9
453,D,266.67
453,E,274.67
453,F,282.91
453,G,291.4
453,H,300.14
454,A,491.74
454,B,506.49
454,C,521.68
454,D,537.33
454,E,553.45
454,F,570.05
454,G,587.15
454,H,604.76
455,A,401.34
455,B,413.38
455,C,425.78
455,D,438.55
455,E,451.71
455,F,465.26
455,G,479.22
455,H,493.6
456,A,270.51
456,B,278.63
456,C,286.99
456,D,295.6
456,E,304.47
456,F,313.6
456,G,323.01
456,H,332.7
457,A,609.03
457,B,627.3
457,C,646.12
457,D,665.5
457,E,685.47
457,F,706.03
457,G,727.21
457,H,749.03
458,A,748.15
458,B,770.59
458,C,793.71
458,D,817.52
458,E,842.05
458,F,867.31
458,G,893.33
458,H,920.13
459,A,430.94
459,B,443.87
459,C,457.19
459,D,470.91
459,E,485.04
459,F,499.59
459,G,514.58
459,H,530.02
460,A,197.27
460,B,203.19
460,C,209.29
460,D,215.57
460,E,222.04
460,F,228.7
460,G,235.56
460,H,242.63
461,A,598.37
461,B,616.32
461,C,634.81
461,D,653.85
461,E,673.47
461,F,693.67
461,G,714.48
461,H,735.91
462,A,221.84
462,B,228.5
462,C,235.36
462,D,242.42
462,E,249.69
462,F,257.18
462,G,264.9
462,H,272.85
463,A,308.29
463,B,317.54
463,C,327.07
463,D,336.88
463,E,346.99
463,F,357.4
463,G,368.12
463,H,379.16
464,A,69.04
464,B,71.11
464,C,73.24
464,D,75.44
464,E,77.7
464,F,80.03
464,G,82.43
464,H,84.9
465,A,369.43
465,B,380.51
465,C,391.93
465,D,403.69
465,E,415.8
465,F,428.27
465,G,441.12
465,H,454.35
466,A,954.36
466,B,982.99
466,C,1012.48
466,D,1042.85
466,E,1074.14
466,F,1106.36
466,G,1139.55
466,H,1173.74
467,A,447.04
467,B,460.45
467,C,474.26
467,D,488.49
467,E,503.14
467,F,518.23
467,G,533.78
467,H,549.79
468,A,354.9
468,B,365.55
468,C,376.52
468,D,387.82
468,E,399.45
468,F,411.43
468,G,423.77
468,H,436.48
469,A,953.62
469,B,982.23
469,C,1011.7
469,D,1042.05
469,E,1073.31
469,F,1105.51
469,G,1138.68
469,H,1172.84
470,A,157.47
470,B,162.19
470,C,167.06
470,D,172.07
470,E,177.23
470,F,182.55
470,G,188.03
470,H,193.67
471,A,555.99
471,B,572.67
471,C,589.85
471,D,607.55
471,E,625.78
471,F,644.55
471,G,663.89
471,H,683.81
472,A,690
472,B,710.7
472,C,732.02
472,D,753.98
472,E,776.6
472,F,799.9
472,G,823.9
472,H,848.62
473,A,726.42
473,B,748.21
473,C,770.66
473,D,793.78
473,E,817.59
473,F,842.12
473,G,867.38
473,H,893.4
474,A,642.2
474,B,661.47
474,C,681.31
474,D,701.75
474,E,722.8
474,F,744.48
474,G,766.81
474,H,789.81
475,A,48.99
475,B,50.46
475,C,51.97
475,D,53.53
475,E,55.14
475,F,56.79
475,G,58.49
475,H,60.24
476,A,64.93
476,B,66.88
476,C,68.89
476,D,70.96
476,E,73.09
476,F,75.28
476,G,77.54
476,H,79.87
477,A,137.75
477,B,141.88
477,C,146.14
477,D,150.52
477,E,155.04
477,F,159.69
477,G,164.48
477,H,169.41
478,A,965.14
478,B,994.09
478,C,1023.91
478,D,1054.63
478,E,1086.27
478,F,1118.86
478,G,1152.43
478,H,1187
479,A,331.07
479,B,341
479,C,351.23
479,D,361.77
479,E,372.62
479,F,383.8
479,G,395.31
479,H,407.17
480,A,311.5
480,B,320.85
480,C,330.48
480,D,340.39
480,E,350.6
480,F,361.12
480,G,371.95
480,H,383.11
481,A,208.84
481,B,215.11
481,C,221.56
481,D,228.21
481,E,235.06
481,F,242.11
481,G,249.37
481,H,256.85
482,A,522.3
482,B,537.97
482,C,554.11
482,D,570.73
482,E,587.85
482,F,605.49
482,G,623.65
482,H,642.36
483,A,394.11
483,B,405.93
483,C,418.11
483,D,430.65
483,E,443.57
483,F,456.88
483,G,470.59
483,H,484.71
484,A,27.2
484,B,28.02
484,C,28.86
484,D,29.73
484,E,30.62
484,F,31.54
484,G,32.49
484,H,33.46
485,A,172.38
485,B,177.55
485,C,182.88
485,D,188.37
485,E,194.02
485,F,199.84
485,G,205.84
485,H,212.02
486,A,409.48
486,B,421.76
486,C,434.41
486,D,447.44
486,E,460.86
486,F,474.69
486,G,488.93
486,H,503.6
487,A,946.39
487,B,974.78
487,C,1004.02
487,D,1034.14
487,E,1065.16
487,F,1097.11
487,G,1130.02
487,H,1163.92
488,A,215.36
488,B,221.82
488,C,228.47
488,D,235.32
488,E,242.38
488,F,249.65
488,G,257.14
488,H,264.85
489,A,232.99
489,B,239.98
489,C,247.18
489,D,254.6
489,E,262.24
489,F,270.11
489,G,278.21
489,H,286.56
490,A,19.1
490,B,19.67
490,C,20.26
490,D,20.87
490,E,21.5
490,F,22.15
490,G,22.81
490,H,23.49
491,A,509.53
491,B,524.82
491,C,540.56
491,D,556.78
491,E,573.48
491,F,590.68
491,G,608.4
491,H,626.65
492,A,476.29
492,B,490.58
492,C,505.3
492,D,520.46
492,E,536.07
492,F,552.15
492,G,568.71
492,H,585.77
493,A,392.86
493,B,404.65
493,C,416.79
493,D,429.29
493,E,442.17
493,F,455.44
493,G,469.1
493,H,483.17
494,A,836.93
494,B,862.04
494,C,887.9
494,D,914.54
494,E,941.98
494,F,970.24
494,G,999.35
494,H,1029.33
495,A,35.47
495,B,36.53
495,C,37.63
495,D,38.76
495,E,39.92
495,F,41.12
495,G,42.35
495,H,43.62
496,A,108.18
496,B,111.43
496,C,114.77
496,D,118.21
496,E,121.76
496,F,125.41
496,G,129.17
496,H,133.05
497,A,416.71
497,B,429.21
497,C,442.09
497,D,455.35
497,E,469.01
497,F,483.08
497,G,497.57
497,H,512.5
498,A,739.73
498,B,761.92
498,C,784.78
498,D,808.32
498,E,832.57
498,F,857.55
498,G,883.28
498,H,909.78
499,A,597.78
499,B,615.71
499,C,634.18
499,D,653.21
499,E,672.81
499,F,692.99
499,G,713.78
499,H,735.19
500,A,473.95
500,B,488.17
500,C,502.82
500,D,517.9
500,E,533.44
500,F,549.44
500,G,565.92
500,H,582.9
501,A,978.92
501,B,1008.29
501,C,1038.54
501,D,1069.7
501,E,1101.79
501,F,1134.84
501,G,1168.89
501,H,1203.96
502,A,466.62
502,B,480.62
502,C,495.04
502,D,509.89
502,E,525.19
502,F,540.95
502,G,557.18
502,H,573.9
503,A,508.05
503,B,523.29
503,C,538.99
503,D,555.16
503,E,571.81
503,F,588.96
503,G,606.63
503,H,624.83
504,A,190.28
504,B,195.99
504,C,201.87
504,D,207.93
504,E,214.17
504,F,220.6
504,G,227.22
504,H,234.04
505,A,563.35
505,B,580.25
505,C,597.66
505,D,615.59
505,E,634.06
505,F,653.08
505,G,672.67
505,H,692.85
506,A,546.67
506,B,563.07
506,C,579.96
506,D,597.36
506,E,615.28
506,F,633.74
506,G,652.75
506,H,672.33
507,A,10.8
507,B,11.12
507,C,11.45
507,D,11.79
507,E,12.14
507,F,12.5
507,G,12.88
507,H,13.27
508,A,960.26
508,B,989.07
508,C,1018.74
508,D,1049.3
508,E,1080.78
508,F,1113.2
508,G,1146.6
508,H,1181
509,A,68.62
509,B,70.68
509,C,72.8
509,D,74.98
509,E,77.23
509,F,79.55
509,G,81.94
509,H,84.4
510,A,160.29
510,B,165.1
510,C,170.05
510,D,175.15
510,E,180.4
510,F,185.81
510,G,191.38
510,H,197.12
511,A,860.55
511,B,886.37
511,C,912.96
511,D,940.35
511,E,968.56
511,F,997.62
511,G,1027.55
511,H,1058.38
512,A,95.86
512,B,98.74
512,C,101.7
512,D,104.75
512,E,107.89
512,F,111.13
512,G,114.46
512,H,117.89
513,A,87.12
513,B,89.73
513,C,92.42
513,D,95.19
513,E,98.05
513,F,100.99
513,G,104.02
513,H,107.14
514,A,618.64
514,B,637.2
514,C,656.32
514,D,676.01
514,E,696.29
514,F,717.18
514,G,738.7
514,H,760.86
515,A,331.16
515,B,341.09
515,C,351.32
515,D,361.86
515,E,372.72
515,F,383.9
515,G,395.42
515,H,407.28
516,A,329.83
516,B,339.72
516,C,349.91
516,D,360.41
516,E,371.22
516,F,382.36
516,G,393.83
516,H,405.64
517,A,226.32
517,B,233.11
517,C,240.1
517,D,247.3
517,E,254.72
517,F,262.36
517,G,270.23
517,H,278.34
518,A,610.75
518,B,629.07
518,C,647.94
518,D,667.38
518,E,687.4
518,F,708.02
518,G,729.26
518,H,751.14
519,A,783.93
519,B,807.45
519,C,831.67
519,D,856.62
519,E,882.32
519,F,908.79
519,G,936.05
519,H,964.13
520,A,631.57
520,B,650.52
520,C,670.04
520,D,690.14
520,E,710.84
520,F,732.17
520,G,754.14
520,H,776.76
521,A,448.61
521,B,462.07
521,C,475.93
521,D,490.21
521,E,504.92
521,F,520.07
521,G,535.67
521,H,551.74
522,A,458.72
522,B,472.48
522,C,486.65
522,D,501.25
522,E,516.29
522,F,531.78
522,G,547.73
522,H,564.16
523,A,415.85
523,B,428.33
523,C,441.18
523,D,454.42
523,E,468.05
523,F,482.09
523,G,496.55
523,H,511.45
524,A,899.46
524,B,926.44
524,C,954.23
524,D,982.86
524,E,1012.35
524,F,1042.72
524,G,1074
524,H,1106.22
525,A,266.96
525,B,274.97
525,C,283.22
525,D,291.72
525,E,300.47
525,F,309.48
525,G,318.76
525,H,328.32
526,A,206.5
526,B,212.7
526,C,219.08
526,D,225.65
526,E,232.42
526,F,239.39
526,G,246.57
526,H,253.97
527,A,799.31
527,B,823.29
527,C,847.99
527,D,873.43
527,E,899.63
527,F,926.62
527,G,954.42
527,H,983.05
528,A,662.99
528,B,682.88
528,C,703.37
528,D,724.47
528,E,746.2
528,F,768.59
528,G,791.65
528,H,815.4
529,A,188.8
529,B,194.46
529,C,200.29
529,D,206.3
529,E,212.49
529,F,218.86
529,G,225.43
529,H,232.19
530,A,948.91
530,B,977.38
530,C,1006.7
530,D,1036.9
530,E,1068.01
530,F,1100.05
530,G,1133.05
530,H,1167.04
531,A,985.16
531,B,1014.71
531,C,1045.15
531,D,1076.5
531,E,1108.8
531,F,1142.06
531,G,1176.32
531,H,1211.61
532,A,109.27
